booking_id,rating_score
796b98fdf73dbeba33a548910a1c6147,5.0
b201a9f2ecdecbb34bed034bf9e4b658,5.0
97b385a9be170737859d3511b658677c,5.0
366873cd26c5724d1dcb18dcdf73be66,5.0
c3a2e87348811bcfdf22be48aa0d2dce,5.0
e34e3adac22f376954e19b39dc31a859,5.0
c970e84273583ab523dfafd09b9c214a,5.0
728760088589c62129b9bf720beb4ab3,5.0
a68e72324eeb25c7de974696ee2cdf9a,5.0
83743b6f9991dbfa3fbe51478e7e277a,5.0
7d3d5f0d6661be3aad1786583174fbe3,5.0
ac7586cc5a6ac8f58ca9953b2f0b1665,5.0
67142c627497b60a7e0228a4fc44d788,5.0
7dba7a6928ba2f02457c9956750739a4,5.0
f887088ffd686e1d5e79832b7cb59ac6,5.0
752d338431dc68d464a59a15e4b6085c,5.0
fe19bec35f1d3bb7ee68b3cbc68e4cd1,5.0
3a9292fbc22a8b7dff752bbcd378ba3f,5.0
a79f20d4bfc0146f4b6668e55ca79d04,5.0
3b3724ac4bd3c9a397e23c04db86e349,5.0
bc654f3c4e317b055681dff93c314f50,5.0
31e8d26b658306256e3ce34880965956,5.0
37470a2f562a2dc0bc74dd7c186ebe39,5.0
2366b4b96bc15737f6f3a9c397a2fa5a,5.0
96071dad8a242f26b230f1a36784e5c6,5.0
becb67c5b88487a44ab3271f5ebce80c,5.0
a0460d29287476613282c5edeff15e09,5.0
7261c98fb2e01f33beadfa48852c9342,5.0
89574614894bca78acf5548df2c6e5f0,5.0
2f5cdf1b5efff32a4653fb155b489765,5.0
98f72d4fcdca3c6e27089f1b26c4ac99,5.0
4899aac432d80d8e580932b5ee98a942,5.0
60919256a958a3633e104071960e6af9,5.0
fbf6aac4b01a28dee1e076acc2625362,5.0
b80066a8ee3a4b7a2094f4b32a4cdfc1,5.0
fbd37484e8d8c23448f113b5801524a8,5.0
93294536f03737a8a679071251fe3b34,5.0
f02bfaa783bd76842dbe29ac05114800,5.0
4f3dcd52e63db7d045f64ff87188034c,5.0
b8cdd7b83e35a4243d81f7997e11582e,5.0
fe4e984d9879013b9ecbb25db72b9d86,5.0
b47392f4a3685d56bada1341cb83bbf1,5.0
21cc23017f1c007a6712b2964eb001b5,5.0
f006b9b9440d1aa37d89c89446d2d651,5.0
d0efa436e072d5328ecd904a4a90b081,5.0
cccf5ec8135e3b05efc71461665389f0,5.0
3d34a8e4ef91b2e7d9500694cf41bc5a,5.0
a154d36f6dad2084cbde2e2c1f923bfd,5.0
3ee95eb55c4fa513cc606582c5d9ec89,5.0
86b42f213c9e6b8ccccedb8996b947c9,5.0
ce180035acd26a2d8eae7ed1923ef9c8,5.0
d956067338873d414158d09705402bc1,5.0
98ca3892d88dd39842fc3f6f0d22f1ac,5.0
a689621ab21ef200b55a5b8db8702f50,5.0
99c7aba5db1566db11660a2a14f7f38d,5.0
edc8c599aaa16f9b9e991efb80193a99,5.0
